mainFloorLengthInFt,mainFloorBreadthInFt,ceilingHeightInFt,numberOfFloors,numberOfKitchens,numberOfStandaloneToilets,numberOfFullBathrooms,numberOfRooms,priceOfBagOfCement,priceOfTripOfSand,priceOfWaterInLiters,priceOfDoorD1,priceOfDoorD2,priceOfDoorD3,priceOfWindowW1,priceOfWindowW2,priceOfTilesPerM2,priceOfGraniteInTonnes,priceOfSteelPerM3,priceOfCostOfRoofHalfPlot,estimatedBlocksNeeded,estimatedCementBagsNeeded,estimatedConcreteNeeded,estimatedCost,estimatedCostOfRoofing,estimatedNumDoors,estimatedNumDoorsD1,estimatedNumDoorsD2,estimatedNumDoorsD3,estimatedNumWindows,estimatedNumWindowsW1,estimatedNumWindowsW2,estimatedPricePerConcreteInM3,estimatedSandInTonnesNeeded,estimatedVolumeOfSlabNeeded,estimatedTripsOfSandsNeeded,estimatedSteelNeeded
312.85,138.73,11.67,1.47,9.62,8.92,9.61,2.23,5166.65,46280.43,9.86,27061.42,21148.04,10354.07,61071.25,29960.16,6375.65,16385.33,715420.93,945870.43,94690.91,7960.59,749.44,113323781.09,2775384.70,34.77,2.47,13.77,18.54,58.05,39.51,18.54,69713.79,2968.79,409.87,478.84,7.49
521.57,93.15,11.42,2.51,5.93,4.00,9.43,6.21,8739.98,49809.73,8.59,18263.37,21165.69,7407.01,50114.40,29553.47,6884.72,23120.72,336446.28,816938.24,252213.07,15855.40,1232.18,266757065.66,2536212.62,37.27,3.51,20.33,13.43,109.93,96.50,13.43,104996.77,7075.49,458.83,1141.21,12.32
48.08,211.32,14.37,8.17,6.20,9.50,1.15,4.36,7447.77,54962.72,9.48,29164.61,19725.28,8822.92,68609.48,43105.91,6117.80,23637.88,631775.36,1188964.50,450445.92,18897.13,854.91,282120212.36,1687980.18,31.41,9.17,11.58,10.65,43.17,32.51,10.65,97745.59,11171.13,95.95,1801.80,8.55
430.75,370.80,14.14,2.45,7.34,2.28,2.97,3.92,5935.38,42505.48,5.01,17432.10,12068.11,11761.43,46204.07,49220.81,6345.10,17534.09,625786.54,1591507.36,359231.36,27649.58,2478.80,404194681.69,8958452.03,34.56,3.45,25.86,5.25,123.05,117.80,5.25,75382.41,10865.94,1508.38,1752.57,24.79
137.96,511.34,10.75,4.63,6.95,9.97,3.26,4.93,4170.39,45918.48,5.69,26953.86,21568.29,11037.71,53587.65,42610.84,5873.63,17659.84,326710.78,1684898.73,510243.99,28213.19,1940.89,312624082.31,6303002.80,39.53,5.63,20.67,13.23,108.32,95.09,13.23,63912.63,13713.17,666.21,2211.80,19.41
333.55,175.46,11.55,3.39,6.10,0.62,0.49,0.68,8974.76,35850.23,6.50,25394.81,13945.44,9877.51,43374.75,25106.41,6724.28,21559.75,459167.96,1084377.67,186246.47,12797.87,1065.54,224578591.68,3694777.12,18.62,4.39,13.11,1.11,23.46,22.35,1.11,101594.22,5394.38,552.69,870.06,10.66
375.94,382.55,10.76,2.51,1.06,2.91,4.58,0.03,4232.59,42853.12,6.95,26896.64,12489.28,8526.37,54642.35,33228.36,6659.95,19150.16,602736.35,1027505.60,194757.25,19417.23,1976.31,291329039.91,5488189.39,30.00,3.51,19.00,7.49,27.06,19.58,7.49,66175.27,6579.69,1358.16,1061.24,19.76
386.01,413.13,13.38,9.82,3.76,7.74,8.13,5.54,8231.25,47490.92,5.48,19884.34,18094.37,6312.68,53937.66,49438.85,5527.66,23504.19,283490.26,1455850.85,2333549.43,102574.26,5097.02,1554268359.22,8188441.03,54.97,10.82,28.28,15.88,174.19,158.31,15.88,101122.24,58600.02,1506.02,9451.62,50.97
175.48,518.72,12.41,2.87,1.01,7.76,6.93,0.40,4126.17,53271.05,9.67,15957.58,14497.86,10291.72,51202.93,38070.04,5912.51,22048.28,357130.74,859941.70,218830.27,16595.89,1474.68,232609599.76,3654171.87,34.25,3.87,15.68,14.69,37.30,22.61,14.69,71903.66,6580.67,859.61,1061.40,14.75
289.96,26.74,9.93,4.28,9.63,1.92,1.52,1.62,8120.60,33007.59,9.06,28306.50,13336.63,6663.46,37365.87,26782.44,6669.58,16877.32,259242.62,1735714.38,133157.04,6860.25,434.73,93352987.68,2152591.43,15.55,5.28,6.83,3.44,16.75,13.31,3.44,88659.01,3500.52,73.22,564.60,4.35
409.90,436.86,13.67,6.29,6.85,4.84,5.57,4.22,6001.94,54905.16,7.04,17072.15,11057.71,9862.39,68918.05,42635.47,6080.76,22622.23,568686.83,803324.70,1177030.30,61530.52,3969.85,887184149.92,4787861.60,45.19,7.29,27.48,10.42,143.07,132.65,10.42,85763.80,31080.99,1691.08,5013.06,39.70
391.23,480.71,9.03,7.68,3.79,5.06,1.36,1.28,7873.16,44791.03,5.11,17489.77,16286.22,7910.53,55328.17,26817.51,5990.02,23396.66,283525.91,1519525.63,972638.79,54160.34,3754.00,864803182.42,9281193.61,38.71,8.68,23.61,6.42,62.88,56.46,6.42,97928.40,26199.43,1776.05,4225.71,37.54
497.44,414.86,14.26,1.99,6.46,3.31,7.59,7.50,5959.05,29421.84,6.15,15175.25,19419.68,6371.25,68691.16,28729.32,7231.79,23232.30,590270.24,1334421.54,469008.56,36341.64,3270.96,512644643.51,8538071.25,47.86,2.99,33.97,10.90,246.59,235.69,10.90,81746.62,14224.20,1948.93,2294.23,32.71
180.33,100.00,10.60,1.70,4.64,1.54,2.50,3.84,4794.60,54423.53,6.40,26700.79,18499.40,8830.47,61609.85,48621.20,6433.66,24042.02,739768.35,821613.71,70566.89,5008.15,426.46,70983629.10,1553957.56,19.21,2.70,12.47,4.04,42.96,38.91,4.04,79206.96,2068.64,170.30,333.65,4.26
468.96,130.22,11.39,2.49,5.72,2.77,5.85,1.82,4325.33,53178.61,5.77,21851.44,17762.17,9020.24,57070.70,46084.85,7448.47,20543.08,511756.54,1304427.43,177732.79,12975.57,1125.79,184781577.55,4540082.37,27.19,3.49,15.09,8.62,49.15,40.53,8.62,70496.58,5266.45,576.70,849.43,11.26
400.64,211.88,14.24,6.46,6.55,7.80,4.20,4.70,8780.78,44688.25,9.22,19598.23,21256.22,9639.85,45733.42,46797.09,6970.45,18149.43,307580.02,1454985.28,911084.09,43728.46,2515.82,678977463.06,5970621.70,41.08,7.46,21.62,12.00,112.15,100.15,12.00,97214.00,23451.70,801.65,3782.53,25.16
497.19,488.62,14.51,8.01,6.58,7.33,3.20,0.74,5625.61,40416.49,5.01,21461.79,15820.88,10801.07,57516.42,43941.55,7421.99,20264.34,324891.63,1472121.63,1346227.55,70416.82,4546.42,952322530.76,10219656.91,45.29,9.01,25.75,10.52,57.96,47.44,10.52,76835.45,35555.29,2294.29,5734.72,45.46
521.85,360.66,10.22,3.56,5.77,4.24,9.50,7.78,5109.71,55280.71,7.23,27397.47,12718.30,6363.65,59520.24,28201.63,6539.65,18646.92,322258.59,1618077.04,690230.18,46027.53,3748.70,609538054.48,9886859.83,51.66,4.56,33.37,13.74,246.46,232.72,13.74,73805.78,19773.57,1777.38,3189.29,37.49
263.63,307.78,12.71,3.20,7.73,5.18,9.58,1.64,4383.41,35425.32,8.37,20663.55,14659.50,7860.89,50180.71,31910.04,6022.63,20926.40,613085.60,1127457.34,258009.79,17605.92,1458.52,221352173.76,4523386.69,35.66,4.20,16.70,14.76,58.19,43.43,14.76,68735.67,7453.75,766.28,1202.22,14.59
197.54,301.86,9.38,9.18,3.08,0.76,1.50,3.13,5394.77,46048.99,6.56,27919.33,11400.49,7981.73,46267.83,39832.95,7108.02,22133.26,708293.72,1438787.08,855200.87,39228.41,2101.81,496116897.44,4948501.65,29.35,10.18,16.91,2.26,62.31,60.05,2.26,79172.06,21730.43,563.14,3504.91,21.02
443.21,320.21,11.26,3.11,0.83,8.06,1.80,8.39,4499.25,44013.96,9.81,28277.36,19242.27,6146.20,68142.68,33801.26,5864.95,19792.22,411743.47,900134.49,538935.57,35615.46,2880.85,418593814.29,4776025.70,45.39,4.11,31.42,9.87,226.17,216.31,9.87,69613.58,15389.05,1340.24,2482.11,28.81
166.38,237.53,14.41,2.00,4.81,0.41,3.44,8.74,4221.04,47634.94,9.59,26009.80,11882.25,9717.50,54053.58,35535.52,6206.06,21780.67,438218.72,1775566.90,219408.88,13227.69,991.14,157565306.65,4971535.49,29.90,3.00,23.05,3.85,122.37,118.52,3.85,71173.59,6067.24,373.22,978.59,9.91
439.72,374.47,9.82,3.40,5.18,2.41,1.81,3.31,4825.77,48531.26,5.99,17339.57,11240.42,7194.85,46925.23,38300.72,7453.88,22891.81,705941.50,1690342.48,390853.66,30218.43,2716.28,455863676.15,9660756.55,33.88,4.40,25.25,4.22,108.44,104.22,4.22,76648.57,11843.44,1555.02,1910.23,27.16
434.45,28.63,13.36,2.51,7.56,1.42,5.14,5.16,5175.66,42286.12,6.10,25544.99,21918.79,8362.23,57640.31,47431.36,7260.37,23128.18,743955.03,1059176.36,154683.49,8297.97,551.96,102183049.31,1663616.30,23.38,3.51,13.32,6.55,48.11,41.55,6.55,78362.59,4117.55,117.44,664.12,5.52
209.15,222.63,14.09,7.05,7.73,2.12,2.90,3.64,6904.26,46407.60,6.21,20066.36,20433.80,9789.48,49759.08,41277.30,5980.86,24667.64,506948.47,1068474.12,655239.04,30186.19,1628.95,426089571.08,3247343.48,29.32,8.05,16.25,5.01,64.93,59.91,5.01,93452.78,16669.70,439.74,2688.66,16.29
143.37,514.83,13.87,1.27,3.84,2.04,3.80,8.14,5783.17,35536.94,7.18,17007.62,14739.69,11500.94,63696.13,37665.74,6441.61,21978.62,406368.50,1574717.33,206870.19,15379.40,1349.87,206843115.03,6025632.91,33.91,2.27,25.79,5.84,157.63,151.79,5.84,79912.30,6172.86,697.05,995.62,13.50
174.87,409.52,13.16,7.07,5.12,2.29,0.50,3.92,8882.85,48957.29,9.54,19327.09,14791.15,10987.23,66688.85,37323.20,6896.35,23315.28,298618.44,846529.81,807969.17,38411.58,2178.54,628915895.42,3190654.82,30.11,8.07,19.25,2.79,81.66,78.87,2.79,106273.04,20740.27,676.30,3345.20,21.79
373.79,479.61,9.27,7.62,1.20,1.62,9.45,5.25,6838.92,29424.31,5.73,22489.14,15429.02,7660.69,46684.12,27032.87,5791.55,23960.87,579269.34,932625.79,1399887.91,71827.05,4528.13,931037138.63,5561689.81,48.74,8.62,29.04,11.08,171.13,160.05,11.08,88906.97,36755.25,1693.02,5928.27,45.28
279.47,413.29,14.53,8.66,1.42,7.22,4.12,3.21,6948.70,43133.40,9.69,15076.67,15908.61,11967.06,44538.76,48757.96,7203.82,22177.71,668736.28,1754262.08,1337170.66,60984.23,3236.00,864284150.58,8397166.19,42.81,9.66,21.81,11.35,96.50,85.15,11.35,90072.28,33922.35,1090.79,5471.35,32.36
149.13,365.57,15.21,8.02,4.77,3.58,6.59,7.12,5261.21,30690.08,8.65,27561.01,13380.90,9663.10,68933.15,40010.80,5784.34,18883.08,701682.01,836142.03,1239980.14,53385.15,2548.44,547271967.05,2749748.00,41.54,9.02,22.35,10.17,125.68,115.51,10.17,71104.64,30964.13,514.86,4994.21,25.48
306.06,369.45,15.96,6.31,0.71,6.80,9.36,3.79,5900.20,51497.81,6.77,18093.52,21814.47,8631.19,35534.55,48222.69,5824.73,24460.51,615250.32,926985.16,939495.99,46265.06,2761.83,647873971.23,4390307.23,45.95,7.31,22.49,16.15,112.53,96.38,16.15,87099.69,24365.51,1067.84,3929.92,27.62
277.14,198.70,10.37,7.74,1.17,3.36,4.39,5.47,8084.66,33380.99,9.63,28726.45,11419.85,8896.02,56323.25,35009.34,7076.32,20183.17,349104.11,1691397.42,842149.43,39193.65,2150.29,538472513.88,5590391.69,36.44,8.74,19.94,7.75,99.75,92.00,7.75,93388.37,21486.53,520.06,3465.57,21.50
154.94,50.59,13.18,4.26,6.55,4.99,6.20,7.34,5520.52,37713.73,7.32,16073.70,17501.08,10052.83,35867.40,48758.70,6895.30,23962.03,334754.71,1146484.18,199984.14,9598.81,552.28,110701933.67,1429719.09,31.90,5.26,15.44,11.19,56.27,45.07,11.19,81374.50,5147.73,74.03,830.28,5.52
522.51,511.76,11.56,5.12,4.15,0.21,4.26,2.17,4301.07,36464.17,5.10,24280.09,14115.68,6809.66,42805.00,38190.13,7464.31,18217.28,379586.54,971339.12,767894.89,52060.94,4292.57,660342821.52,7074478.07,39.71,6.12,29.12,4.48,100.58,96.10,4.48,63892.02,22131.41,2525.28,3569.58,42.93
307.92,132.50,10.73,6.57,2.29,9.28,5.43,5.84,8236.18,35547.97,7.23,29742.79,13587.84,7452.72,38225.45,46655.71,7264.33,24696.13,359678.16,1011720.84,631427.16,30095.09,1713.45,433101250.78,2878237.33,41.13,7.57,18.85,14.70,98.49,83.78,14.70,101063.23,16220.40,385.30,2616.19,17.13
114.31,472.82,12.12,7.68,2.82,6.50,5.72,7.65,7972.77,55660.30,7.43,22024.63,15958.48,9222.67,48350.85,25464.30,6952.23,18392.89,335251.92,1346940.12,1146619.99,51191.54,2617.40,775740895.67,4410480.61,44.00,8.68,23.10,12.22,135.02,122.80,12.22,93572.33,28916.84,510.43,4664.01,26.17
343.52,222.35,9.44,3.40,0.42,7.02,7.28,3.39,8785.84,30929.85,6.68,24872.98,11736.87,10451.69,36248.40,26178.82,6535.04,18483.32,748282.79,1064787.67,263830.10,18233.50,1524.34,295170485.33,4144780.93,37.61,4.40,18.91,14.30,86.69,72.40,14.30,94939.61,7657.74,721.34,1235.12,15.24
270.65,48.59,15.70,9.03,4.14,9.70,8.19,6.66,7461.74,33109.40,5.00,29599.39,15191.13,6993.58,36005.06,32395.94,7228.48,23158.75,311229.96,1392800.46,776757.99,31484.76,1316.81,394675016.90,2249711.83,43.64,10.03,15.72,17.89,71.33,53.44,17.89,92633.14,19092.31,124.20,3079.40,13.17
70.08,293.68,13.21,3.27,1.00,0.11,6.74,8.14,6115.64,55737.34,8.44,23237.54,12303.02,11925.29,67078.38,47377.82,7296.68,16579.83,578593.94,984019.02,248284.95,12975.07,836.80,174720144.56,1988286.02,30.52,4.27,19.39,6.86,87.04,80.18,6.86,78088.79,6555.61,194.36,1057.36,8.37
288.73,356.63,11.99,9.30,8.53,8.08,9.63,4.88,6813.23,29378.91,7.23,22807.53,15021.02,8502.26,49169.64,25677.37,5638.43,18933.73,417627.98,1726784.92,1601351.59,71247.55,3620.31,844408331.32,7804233.17,51.37,10.30,23.36,17.71,131.58,113.87,17.71,81599.50,40346.57,972.40,6507.51,36.20
345.06,304.34,11.82,3.93,6.00,6.26,2.84,2.25,5069.79,29952.42,8.67,27969.18,19573.60,7629.26,66806.00,33315.15,5758.89,22379.74,594094.58,1446660.48,375175.61,24431.05,1953.72,309876943.35,6602871.29,33.61,4.93,19.57,9.10,70.78,61.68,9.10,74747.46,10656.59,991.73,1718.80,19.54
115.71,424.59,9.17,2.11,1.56,8.81,2.12,5.46,4152.69,52240.51,5.18,23445.20,19172.04,9719.79,35697.44,44021.14,7415.59,21114.99,322900.76,1002100.66,161131.06,12012.52,1056.20,155010529.88,3128447.87,33.30,3.11,19.27,10.93,97.59,86.66,10.93,69870.67,4813.25,463.98,776.33,10.56
205.97,123.85,10.24,3.87,9.77,7.54,5.29,4.35,4638.42,28947.51,7.59,16947.96,16114.85,9301.52,38263.49,43212.16,7191.49,17281.99,667004.60,975866.31,215195.72,12070.85,843.13,126524172.48,2195178.02,32.22,4.87,14.52,12.84,64.28,51.45,12.84,63941.52,5810.28,240.89,937.14,8.43
42.17,423.06,10.00,5.45,9.06,2.32,2.65,9.75,4780.89,43177.48,6.26,27484.31,21758.44,7849.60,48014.58,42080.71,5627.21,23341.80,287405.82,1519181.02,479623.26,22928.54,1311.33,252855745.96,2858069.16,32.74,6.45,21.31,4.97,93.09,88.11,4.97,76092.06,12331.48,168.50,1988.95,13.11
456.79,331.53,13.02,7.97,2.36,4.18,7.02,4.59,7728.10,32376.03,5.14,22882.23,21456.72,8296.27,47725.80,25306.74,5948.83,20167.44,546207.31,867109.02,1501064.70,71428.89,4056.91,967388442.66,4752660.92,46.50,8.97,26.34,11.20,142.19,130.99,11.20,90019.20,38542.18,1430.17,6216.48,40.57
309.01,301.59,15.52,1.20,7.49,2.76,0.67,3.81,7441.00,46962.01,8.75,19520.66,13581.58,10626.96,66335.64,33917.12,6023.68,19990.47,635898.87,1092555.09,154703.78,13809.45,1339.23,236764536.28,4697675.42,26.62,2.20,20.98,3.43,91.42,87.99,3.43,90854.69,4975.35,880.12,802.48,13.39
407.27,174.79,15.51,3.69,2.95,3.70,7.59,0.09,6060.82,41815.30,6.38,28294.69,16255.06,6605.03,69278.53,47657.14,6509.43,17101.65,579124.97,1799949.04,273916.09,16923.42,1295.88,244847912.83,6763957.18,29.46,4.69,13.48,11.29,26.15,14.86,11.29,75712.68,7638.24,672.27,1231.97,12.96
237.49,310.07,14.90,5.86,0.89,7.18,1.90,2.31,7438.75,53401.95,8.80,24930.64,16546.07,6763.01,61518.13,29027.58,5731.53,23152.35,524627.62,862295.05,556991.53,28357.43,1770.05,446094360.18,3295710.77,32.98,6.86,17.04,9.08,61.87,52.79,9.08,96596.16,14589.86,695.42,2353.20,17.70
411.90,266.29,9.01,4.69,5.13,8.63,8.49,7.19,5349.48,29422.77,9.09,28597.31,18119.36,11973.01,48376.91,49161.43,6170.67,17996.16,680581.12,976961.28,677455.17,39364.79,2849.20,441432885.74,4557168.84,50.16,5.69,27.35,17.12,182.52,165.40,17.12,70270.92,18503.59,1035.85,2984.45,28.49
129.31,56.84,9.85,3.64,3.21,2.50,4.97,3.39,6311.22,41422.78,5.06,25521.66,11749.27,8318.57,48088.21,37259.07,6687.91,17791.99,696699.67,809820.48,94506.07,5144.51,347.90,65857375.80,977884.81,21.48,4.64,9.37,7.47,29.93,22.46,7.47,78207.91,2527.31,69.42,407.63,3.48
41.78,519.94,15.08,9.84,6.83,1.62,3.75,4.90,7668.85,33346.04,6.79,29921.43,21870.30,9443.03,67645.80,37086.77,6886.58,19645.60,597747.90,1557197.92,1107512.71,44623.12,1839.20,567780872.12,3232591.89,30.93,10.84,14.72,5.37,57.89,52.53,5.37,89259.89,27180.35,205.15,4383.93,18.39
409.87,187.15,12.20,2.85,3.77,7.89,4.28,0.20,8477.83,29294.50,7.23,27582.51,12895.71,7437.33,69452.11,25590.07,6091.31,16866.39,622933.22,900985.72,187466.48,14188.07,1259.15,233650547.98,3514632.09,30.16,3.85,14.15,12.16,29.45,17.28,12.16,90216.06,5632.95,724.41,908.54,12.59
396.95,498.46,14.26,1.41,1.39,2.73,5.23,0.25,4613.10,54751.23,9.37,20334.03,19208.52,9084.51,49184.68,26862.14,6852.96,17939.03,344339.62,853455.26,166836.43,21445.79,2380.45,359075009.00,5346915.99,32.98,2.41,22.61,7.96,37.06,29.10,7.96,69522.53,6385.06,1868.56,1029.85,23.80
267.26,434.08,10.38,7.39,5.65,6.29,6.13,1.14,5859.37,32595.12,8.22,28952.49,11817.07,11448.54,44331.86,48409.87,6801.90,16143.32,587033.54,1126858.87,778738.65,40853.53,2647.10,503415229.09,5405879.87,39.54,8.39,18.74,12.42,53.70,41.28,12.42,71559.06,20586.02,1095.61,3320.33,26.47
487.87,395.27,10.95,7.19,8.27,5.72,0.20,2.74,7680.32,50800.55,9.16,24490.47,18306.68,8463.30,67937.48,30714.40,5725.99,17642.87,506121.90,1629807.22,1086147.87,58933.09,3970.98,916922075.58,10080376.96,40.19,8.19,26.07,5.93,103.17,97.25,5.93,89835.21,29016.16,1821.14,4680.03,39.71
350.48,520.56,10.81,4.96,4.33,3.71,1.78,9.93,7201.78,52465.43,7.35,16711.53,14185.02,9542.76,51168.64,36300.44,6172.60,24428.90,502508.41,1103284.98,1186474.75,66002.98,4570.10,996179689.73,6637373.94,47.70,5.96,36.24,5.49,291.81,286.32,5.49,96420.77,31949.37,1722.98,5153.12,45.70
469.80,177.90,9.68,6.43,4.42,4.50,8.88,3.27,5300.58,39434.21,9.55,24175.77,19965.34,8468.04,69609.73,44669.00,6220.51,16069.48,427886.41,982656.82,687327.39,35855.67,2307.47,417193658.59,4001118.50,40.17,7.43,19.36,13.38,86.93,73.55,13.38,68939.87,18138.08,789.26,2925.50,23.07
272.58,177.77,10.15,5.55,9.02,3.98,0.84,7.66,4867.72,46781.40,6.08,27276.44,16082.05,8493.81,35574.42,36032.11,6246.19,22943.82,738398.34,1464421.84,591325.25,29859.85,1844.08,360940774.39,4540233.16,33.87,6.55,22.50,4.82,121.24,116.42,4.82,76723.48,15450.99,457.60,2492.10,18.44
486.85,257.22,13.33,6.05,2.36,3.54,8.63,6.53,4551.36,44296.01,9.49,16657.26,14884.39,10027.08,38170.78,37505.23,7397.34,18121.10,498193.82,1276073.12,1126080.44,56279.90,3428.42,642786876.95,6360127.67,46.71,7.05,27.49,12.16,174.36,162.20,12.16,67538.89,29333.11,1182.61,4731.15,34.28
193.02,42.28,11.01,2.94,3.97,4.63,1.85,5.03,4972.74,40543.71,8.73,29858.39,12270.04,7990.34,54348.65,49667.45,6140.56,19849.95,405990.11,1570911.13,102982.19,5662.04,387.13,65012320.59,1998724.50,22.49,3.94,12.07,6.48,39.41,32.93,6.48,72241.48,2762.71,77.07,445.60,3.87
291.93,296.58,11.49,1.24,5.95,1.57,9.53,6.72,7693.35,46289.12,8.81,19228.67,18750.67,8180.56,48700.85,42683.98,5608.41,18342.00,736917.92,1507546.99,165267.44,14683.99,1420.90,239203210.57,6247735.98,38.14,2.24,24.80,11.10,149.48,138.39,11.10,90102.77,5304.44,817.65,855.56,14.21
493.16,440.51,12.82,6.38,7.03,9.81,3.29,0.69,5074.14,47237.03,8.14,24255.26,12652.53,7013.11,55304.85,27558.53,5713.09,24965.35,721535.74,1780918.69,877700.83,51706.74,3792.28,739233095.47,11691126.62,44.82,7.38,24.34,13.09,56.53,43.44,13.09,81511.43,24082.86,2051.57,3884.33,37.92
35.63,83.80,9.65,2.71,5.77,9.85,3.48,7.47,8161.92,30089.51,5.35,28247.50,17394.73,11734.92,46766.44,32063.10,6048.00,18197.50,405745.07,1323349.11,60967.92,3410.65,237.56,45359783.49,1018497.35,31.24,3.71,14.21,13.33,41.57,28.24,13.33,89806.94,1644.70,28.20,265.27,2.38
201.52,145.38,12.14,6.07,7.96,2.42,8.62,5.04,8333.93,28359.74,7.49,28793.08,21588.55,8373.80,58493.75,43247.28,7345.08,17897.35,367645.34,878877.25,464939.45,22076.52,1249.75,294311059.58,2118770.87,34.23,7.07,16.12,11.03,73.54,62.50,11.03,90589.85,11930.60,276.68,1924.29,12.50
99.43,305.83,15.22,7.78,7.32,5.55,7.56,7.48,6268.21,28482.42,7.59,24511.34,16085.07,7261.58,58214.42,42216.32,6391.88,20536.82,678821.94,1053639.53,940586.40,39981.37,1859.70,442579524.07,2587828.11,41.84,8.78,19.94,13.11,103.39,90.28,13.11,80022.32,23407.88,287.18,3775.46,18.60
416.67,152.50,14.31,2.81,2.76,8.88,5.87,1.93,5328.49,55857.23,8.82,28021.45,16715.11,7315.24,65681.21,47911.52,7199.64,22467.52,351060.34,1642117.02,230724.93,15021.90,1201.11,228564949.09,5830139.19,34.06,3.81,15.50,14.74,57.75,43.01,14.74,81257.92,6553.16,600.08,1056.96,12.01
353.80,388.47,9.99,4.77,8.62,2.37,4.58,0.03,4111.24,49162.83,9.03,23930.63,11592.50,7137.78,61805.69,42533.41,6578.43,19776.81,348090.76,989108.44,390360.19,27243.92,2293.37,368607366.62,5164673.64,31.30,5.77,18.58,6.95,26.21,19.25,6.95,67662.55,11371.67,1297.96,1834.14,22.93
260.78,476.79,13.55,2.74,4.17,2.84,3.04,3.78,6619.65,28187.14,9.01,22370.52,11945.97,9518.81,37544.69,40637.18,6036.85,18187.86,562799.61,1335700.29,344749.18,24584.14,2100.19,342458655.51,6633614.60,32.91,3.74,23.30,5.88,106.75,100.87,5.88,79212.36,10124.41,1174.21,1632.97,21.00
411.68,479.33,15.00,4.05,1.17,5.03,6.60,7.47,5649.94,44303.35,8.18,16616.99,14524.49,9313.69,50978.89,25390.85,6462.25,24409.50,717064.98,1205712.41,957966.04,55356.31,3984.94,756741601.52,7543654.74,50.10,5.05,33.42,11.63,241.34,229.71,11.63,84219.97,26117.37,1863.54,4212.48,39.85
149.38,265.77,15.56,4.89,7.66,0.45,3.46,0.14,8385.12,54821.80,8.23,21759.54,14016.13,6429.19,67027.28,31926.38,5880.04,16783.42,374370.36,1097644.43,275096.45,14464.82,939.82,237983587.53,3080329.41,19.97,5.89,10.18,3.91,15.65,11.75,3.91,94080.44,7277.32,374.92,1173.76,9.40
110.05,160.20,9.36,7.31,6.77,2.80,1.63,1.80,5665.03,40542.16,7.79,25606.32,12102.90,6564.50,35751.27,39560.98,6107.03,16150.81,347327.21,1625170.47,299000.79,14106.83,790.78,164470124.37,3039160.99,22.08,8.31,9.34,4.43,26.01,21.58,4.43,71541.16,7658.45,166.48,1235.23,7.91
449.90,38.87,14.10,4.52,0.40,2.51,6.03,2.50,6392.90,39231.13,6.84,18009.65,13012.32,7779.99,68295.49,38515.46,7044.23,19651.71,326761.23,847585.21,271258.51,13141.11,766.43,165207583.24,1578665.48,24.43,5.52,10.36,8.55,35.78,27.24,8.55,81378.74,7001.26,165.15,1129.23,7.66
451.70,128.65,13.12,4.47,2.75,5.67,5.78,1.17,5259.15,29223.42,5.17,22133.58,13292.18,11474.83,58997.25,46132.07,6632.89,21378.52,314544.55,1531231.12,337066.82,18963.41,1328.69,228309987.30,5198853.41,30.73,5.47,13.81,11.46,41.13,29.67,11.46,73956.58,9109.60,548.78,1469.29,13.29
480.89,210.70,9.17,5.23,7.42,8.47,0.64,9.58,7934.26,44173.42,8.40,26456.35,11543.37,6066.92,59569.04,32279.46,5558.38,21443.97,498057.33,1722606.58,886122.42,47673.33,3181.59,700992092.30,7722999.86,45.63,6.23,30.29,9.11,215.62,206.51,9.11,95888.23,23609.27,956.89,3807.95,31.82
37.68,68.35,9.34,8.61,1.82,3.69,0.73,1.04,6726.42,39198.95,8.75,19983.48,15548.54,6305.78,46274.01,29664.67,6574.94,23017.58,460549.79,1156967.08,131038.50,5685.42,275.57,72191110.46,826959.03,18.57,9.61,4.55,4.42,10.24,5.82,4.42,88910.77,3279.04,24.32,528.88,2.76
184.34,292.83,12.99,7.90,6.31,0.79,8.13,9.57,5711.12,35710.07,7.96,17403.32,11074.09,9575.70,58711.69,42407.47,7345.89,17887.74,273125.72,1226374.21,1303576.64,57018.94,2807.11,621551318.01,4013087.90,43.78,8.90,25.97,8.92,159.50,150.58,8.92,73578.80,32691.58,509.77,5272.84,28.07
348.13,254.79,13.71,2.25,3.87,4.64,6.46,4.03,7230.44,32977.81,7.03,20231.56,17789.38,6577.52,61635.87,40219.33,5705.32,20613.44,294762.72,1303279.63,248913.83,17937.24,1543.10,264415025.17,5466902.57,35.28,3.25,20.93,11.10,100.93,89.83,11.10,87575.84,7339.08,837.66,1183.72,15.43
452.22,134.36,13.36,7.54,8.49,0.58,4.62,0.77,5062.63,53128.04,9.02,19656.48,20628.90,10106.86,60673.62,46927.07,5718.89,17505.98,654318.42,1731161.10,643110.41,30526.40,1727.22,390828737.94,6010157.03,27.21,8.54,13.47,5.20,29.32,24.12,5.20,71699.69,16500.99,573.80,2661.45,17.27
226.75,202.07,10.20,3.10,4.62,7.13,2.71,0.58,7355.14,41639.15,8.24,27375.10,17927.88,8564.37,53299.81,40810.19,5673.82,20186.88,704149.28,1304868.10,143728.05,10228.21,872.57,163906597.72,3934023.85,25.53,4.10,11.58,9.84,28.36,18.51,9.84,89528.55,4217.65,432.72,680.27,8.73
